"cnumber","pname","van0","title","fips","county","city","tn","date","month","year","state"
"fsa2000049090/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24394_150px.jpg","1942-04","04",1942,"California"
"fsa2000049091/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24395_150px.jpg","1942-04","04",1942,"California"
"fsa2000049092/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24396_150px.jpg","1942-04","04",1942,"California"
"fsa2000049093/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24397_150px.jpg","1942-04","04",1942,"California"
"fsa2000049094/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24398_150px.jpg","1942-04","04",1942,"California"
"fsa2000049095/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24399_150px.jpg","1942-04","04",1942,"California"
"fsa2000049098/PP","Lee","Cities and Towns","Los Angeles, California. Street scene in Little Tokyo",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24403_150px.jpg","1942-04","04",1942,"California"
"fsa2000049099/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24404_150px.jpg","1942-04","04",1942,"California"
"fsa2000049101/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24406_150px.jpg","1942-04","04",1942,"California"
"fsa2000049102/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c31996_150px.jpg","1942-04","04",1942,"California"
"fsa2000049103/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24407_150px.jpg","1942-04","04",1942,"California"
"fsa2000049104/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24408_150px.jpg","1942-04","04",1942,"California"
"fsa2000049105/PP","Lee","The Land","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24409_150px.jpg","1942-04","04",1942,"California"
"fsa2000049106/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24410_150px.jpg","1942-04","04",1942,"California"
"fsa2000049107/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24411_150px.jpg","1942-04","04",1942,"California"
"fsa2000049108/PP","Lee","War","Los Angeles, California. The evacuation of Japanese and Japanese-Americans from ",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24412_150px.jpg","1942-04","04",1942,"California"
"fsa2000049109/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24413_150px.jpg","1942-04","04",1942,"California"
"fsa2000049110/PP","Lee","Cities and Towns","Los Angeles, California. Street scene in Little Tokyo",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24414_150px.jpg","1942-04","04",1942,"California"
"fsa2000049111/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24415_150px.jpg","1942-04","04",1942,"California"
"fsa2000049112/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24416_150px.jpg","1942-04","04",1942,"California"
"fsa2000049113/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24417_150px.jpg","1942-04","04",1942,"California"
"fsa2000049114/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24418_150px.jpg","1942-04","04",1942,"California"
"fsa2000049115/PP","Lee","War","Los Angeles, California. The evacuation of Japanese and Japanese-Americans from ",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24419_150px.jpg","1942-04","04",1942,"California"
"fsa2000049116/PP","Lee","War","Los Angeles, California. Evacuation of Japanese-Americans from West coast areas ",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24420_150px.jpg","1942-04","04",1942,"California"
"fsa2000049117/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24421_150px.jpg","1942-04","04",1942,"California"
"fsa2000049118/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24422_150px.jpg","1942-04","04",1942,"California"
"fsa2000049119/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24423_150px.jpg","1942-04","04",1942,"California"
"fsa2000049120/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24424_150px.jpg","1942-04","04",1942,"California"
"fsa2000049121/PP","Lee","Cities and Towns","Los Angeles, California. Street scene in Little Tokyo",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24425_150px.jpg","1942-04","04",1942,"California"
"fsa2000049122/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1050/8c24426_150px.jpg","1942-04","04",1942,"California"
"fsa2000049123/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24427_150px.jpg","1942-04","04",1942,"California"
"fsa2000049124/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1050/8c24428_150px.jpg","1942-04","04",1942,"California"
"fsa2000049125/PP","Lee","War","Los Angeles County, California. The evaluation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24429_150px.jpg","1942-04","04",1942,"California"
"fsa2000049126/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1050/8c24430_150px.jpg","1942-04","04",1942,"California"
"fsa2000049127/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24431_150px.jpg","1942-04","04",1942,"California"
"fsa2000049128/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24432_150px.jpg","1942-04","04",1942,"California"
"fsa2000049129/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24433_150px.jpg","1942-04","04",1942,"California"
"fsa2000049131/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24435_150px.jpg","1942-04","04",1942,"California"
"fsa2000049132/PP","Lee","Transportation","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24436_150px.jpg","1942-04","04",1942,"California"
"fsa2000049133/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24437_150px.jpg","1942-04","04",1942,"California"
"fsa2000049134/PP","Lee","Transportation","Santa Anita reception center, Los Angeles County, California. The evaluation of ",6037,"Los Angeles","","thumb/1050/1050/8c24438_150px.jpg","1942-04","04",1942,"California"
"fsa2000049135/PP","Lee","Transportation","Los Angeles, California. The evacuation of Japanese and Japanese-Americans from ",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24439_150px.jpg","1942-04","04",1942,"California"
"fsa2000049136/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24440_150px.jpg","1942-04","04",1942,"California"
"fsa2000049137/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24441_150px.jpg","1942-04","04",1942,"California"
"fsa2000049138/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24442_150px.jpg","1942-04","04",1942,"California"
"fsa2000049139/PP","Lee","Homes and Living Conditions","Los Angeles County, California. Farm house of Japanese farmer",6037,"Los Angeles","","thumb/1050/1050/8c24443_150px.jpg","1942-04","04",1942,"California"
"fsa2000049140/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24444_150px.jpg","1942-04","04",1942,"California"
"fsa2000049141/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24445_150px.jpg","1942-04","04",1942,"California"
"fsa2000049142/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24446_150px.jpg","1942-04","04",1942,"California"
"fsa2000049143/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24447_150px.jpg","1942-04","04",1942,"California"
"fsa2000049144/PP","Lee","Work","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1050/8c31997_150px.jpg","1942-04","04",1942,"California"
"fsa2000049145/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24448_150px.jpg","1942-04","04",1942,"California"
"fsa2000049146/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese and Japanese-American",6037,"Los Angeles","","thumb/1050/1050/8c24449_150px.jpg","1942-04","04",1942,"California"
"fsa2000049147/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24450_150px.jpg","1942-04","04",1942,"California"
"fsa2000049148/PP","Lee","Transportation","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24451_150px.jpg","1942-04","04",1942,"California"
"fsa2000049149/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24452_150px.jpg","1942-04","04",1942,"California"
"fsa2000049150/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24453_150px.jpg","1942-04","04",1942,"California"
"fsa2000049151/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24454_150px.jpg","1942-04","04",1942,"California"
"fsa2000049152/PP","Lee","Transportation","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24455_150px.jpg","1942-04","04",1942,"California"
"fsa2000049153/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24456_150px.jpg","1942-04","04",1942,"California"
"fsa2000049154/PP","Lee","People As Such","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24457_150px.jpg","1942-04","04",1942,"California"
"fsa2000049155/PP","Lee","Transportation","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24458_150px.jpg","1942-04","04",1942,"California"
"fsa2000049156/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24459_150px.jpg","1942-04","04",1942,"California"
"fsa2000049157/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24460_150px.jpg","1942-04","04",1942,"California"
"fsa2000049158/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24461_150px.jpg","1942-04","04",1942,"California"
"fsa2000049161/PP","Lee","Transportation","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24464_150px.jpg","1942-04","04",1942,"California"
"fsa2000049162/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. Japanese registeri",6037,"Los Angeles","","thumb/1050/1050/8c24465_150px.jpg","1942-04","04",1942,"California"
"fsa2000049163/PP","Lee","War","Los Angeles County, California. Furniture of a Japanese farmer who faces evacuat",6037,"Los Angeles","","thumb/1050/1050/8c24466_150px.jpg","1942-04","04",1942,"California"
"fsa2000049164/PP","Lee","War","Los Angeles County, California. Farmer looking at farm equipment which a Japanes",6037,"Los Angeles","","thumb/1050/1050/8c24467_150px.jpg","1942-04","04",1942,"California"
"fsa2000049165/PP","Lee","Work","Los Angeles County, California. Japanese farmer working in his field as he waits",6037,"Los Angeles","","thumb/1050/1050/8c24468_150px.jpg","1942-04","04",1942,"California"
"fsa2000049166/PP","Lee","Work","Los Angeles, California. Japanese store in Little Tokyo",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24469_150px.jpg","1942-04","04",1942,"California"
"fsa2000049168/PP","Lee","Social and Personal Activity","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24471_150px.jpg","1942-04","04",1942,"California"
"fsa2000049169/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24472_150px.jpg","1942-04","04",1942,"California"
"fsa2000049170/PP","Lee","Work","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24473_150px.jpg","1942-04","04",1942,"California"
"fsa2000049171/PP","Lee","War","Los Angeles, California. The evacuation of Japanese and Japanese-Americans from ",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24474_150px.jpg","1942-04","04",1942,"California"
"fsa2000049172/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24475_150px.jpg","1942-04","04",1942,"California"
"fsa2000049173/PP","Lee","Homes and Living Conditions","Los Angeles County, California. House of a Japanese farmer. Disposal of these bu",6037,"Los Angeles","","thumb/1050/1050/8c24476_150px.jpg","1942-04","04",1942,"California"
"fsa2000049174/PP","Lee","War","Los Angeles County, California. A representative of the FSA (Farm Security Admin",6037,"Los Angeles","","thumb/1050/1050/8c24477_150px.jpg","1942-04","04",1942,"California"
"fsa2000049175/PP","Lee","People As Such","Los Angeles County, California. A Japanese farm family subject to evacuation fro",6037,"Los Angeles","","thumb/1050/1050/8c24478_150px.jpg","1942-04","04",1942,"California"
"fsa2000049176/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. Evacuation of Japa",6037,"Los Angeles","","thumb/1050/1050/8c24479_150px.jpg","1942-04","04",1942,"California"
"fsa2000049177/PP","Lee","Social and Personal Activity","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1050/8c24480_150px.jpg","1942-04","04",1942,"California"
"fsa2000049178/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from the West coas",6037,"Los Angeles","Los Angeles","thumb/1050/1050/8c24481_150px.jpg","1942-04","04",1942,"California"
"fsa2000049179/PP","Lee","War","Los Angeles County, California. Japanese arriving at the Santa Anita reception c",6037,"Los Angeles","","thumb/1050/1050/8c24482_150px.jpg","1942-04","04",1942,"California"
"fsa2000049180/PP","Lee","War","Los Angeles County, California. Japanese arriving at the Santa Anita reception c",6037,"Los Angeles","","thumb/1050/1051/8c24483_150px.jpg","1942-04","04",1942,"California"
"fsa2000049181/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1051/8c24484_150px.jpg","1942-04","04",1942,"California"
"fsa2000049182/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24485_150px.jpg","1942-04","04",1942,"California"
"fsa2000049183/PP","Lee","Cities and Towns","Los Angeles, California. Street scene, Little Tokyo, before evacuation of Japane",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24486_150px.jpg","1942-04","04",1942,"California"
"fsa2000049184/PP","Lee","Social and Personal Activity","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1051/8c24487_150px.jpg","1942-04","04",1942,"California"
"fsa2000049185/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from the West coas",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24488_150px.jpg","1942-04","04",1942,"California"
"fsa2000049186/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24489_150px.jpg","1942-04","04",1942,"California"
"fsa2000049187/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24490_150px.jpg","1942-04","04",1942,"California"
"fsa2000049188/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24491_150px.jpg","1942-04","04",1942,"California"
"fsa2000049189/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1051/8c24492_150px.jpg","1942-04","04",1942,"California"
"fsa2000049190/PP","Lee","Homes and Living Conditions","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1051/8c24493_150px.jpg","1942-04","04",1942,"California"
"fsa2000049191/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1051/8c24494_150px.jpg","1942-04","04",1942,"California"
"fsa2000049193/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1051/8c24496_150px.jpg","1942-04","04",1942,"California"
"fsa2000049194/PP","Lee","War","Los Angeles, California. A store in Little Tokyo",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24497_150px.jpg","1942-04","04",1942,"California"
"fsa2000049195/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1051/8c24498_150px.jpg","1942-04","04",1942,"California"
"fsa2000049196/PP","Lee","Social and Personal Activity","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1051/8c24499_150px.jpg","1942-04","04",1942,"California"
"fsa2000049197/PP","Lee","Social and Personal Activity","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1051/8c24501_150px.jpg","1942-04","04",1942,"California"
"fsa2000049198/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1051/8c24502_150px.jpg","1942-04","04",1942,"California"
"fsa2000049199/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from West coast ar",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24503_150px.jpg","1942-04","04",1942,"California"
"fsa2000049200/PP","Lee","Work","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1051/8c24504_150px.jpg","1942-04","04",1942,"California"
"fsa2000049201/PP","Lee","People As Such","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1051/8c24505_150px.jpg","1942-04","04",1942,"California"
"fsa2000049202/PP","Lee","Work","Los Angeles County, California. Japanese farmer packing up his tools before he i",6037,"Los Angeles","","thumb/1050/1051/8c24506_150px.jpg","1942-04","04",1942,"California"
"fsa2000049203/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1051/8c24507_150px.jpg","1942-04","04",1942,"California"
"fsa2000049204/PP","Lee","War","Los Angeles County, California. Japanese nurserymen selling out their stocks bef",6037,"Los Angeles","","thumb/1050/1051/8c24508_150px.jpg","1942-04","04",1942,"California"
"fsa2000049205/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1051/8c24509_150px.jpg","1942-04","04",1942,"California"
"fsa2000049206/PP","Lee","War","Los Angeles, California. Prices advertised at stores in Little Tokyo, before the",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24510_150px.jpg","1942-04","04",1942,"California"
"fsa2000049207/PP","Lee","War","Los Angeles County, California. The evacuation of Japanese-Americans from West c",6037,"Los Angeles","","thumb/1050/1051/8c24511_150px.jpg","1942-04","04",1942,"California"
"fsa2000049208/PP","Lee","Cities and Towns","Los Angeles, California. Street scene in Little Tokyo",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24512_150px.jpg","1942-04","04",1942,"California"
"fsa2000049209/PP","Lee","War","Los Angeles, California. Auction sale sign in Little Tokyo. The stocks belong to",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24513_150px.jpg","1942-04","04",1942,"California"
"fsa2000049210/PP","Lee","Work","Los Angeles County, California. Japanese farmer working his crops while waiting ",6037,"Los Angeles","","thumb/1050/1051/8c24514_150px.jpg","1942-04","04",1942,"California"
"fsa2000049211/PP","Lee","War","Los Angeles, California. Prices advertised at stores in Little Tokyo, before the",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24515_150px.jpg","1942-04","04",1942,"California"
"fsa2000049212/PP","Lee","War","Los Angeles, California. The evacuation of Japanese-Americans from the West coas",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24516_150px.jpg","1942-04","04",1942,"California"
"fsa2000049213/PP","Lee","War","Los Angeles, California. Sign on a cleaning shop in Little Tokyo",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24517_150px.jpg","1942-04","04",1942,"California"
"fsa2000049214/PP","Lee","War","Los Angeles, California. Japanese waiting for a train which will take them to Ow",6037,"Los Angeles","Los Angeles","thumb/1050/1051/8c24518_150px.jpg","1942-04","04",1942,"California"
"fsa2000049215/PP","Lee","War","Santa Anita reception center, Los Angeles County, California. The evacuation of ",6037,"Los Angeles","","thumb/1050/1051/8c24519_150px.jpg","1942-04","04",1942,"California"
"fsa2000049216/PP","Lee","The Land","Los Angeles County, California. Farm buildings of Japanese",6037,"Los Angeles","","thumb/1050/1051/8c24520_150px.jpg","1942-04","04",1942,"California"
"fsa2000049217/PP","Lee","War","Los Angeles County, California. Japanese nurserymen selling out their stocks bef",6037,"Los Angeles","","thumb/1050/1051/8c24521_150px.jpg","1942-04","04",1942,"California"
"fsa2000049241/PP","Lee","Homes and Living Conditions","Vallejo, California. FSA (Farm Security Administration) defense housing project.",6095,"Solano","Vallejo","thumb/1050/1051/8c24545_150px.jpg","1942-05","05",1942,"California"
"fsa2000049245/PP","Lee","Work","Vallejo, California. FSA (Farm Security Administration) defense housing project.",6095,"Solano","Vallejo","thumb/1050/1051/8c24549_150px.jpg","1942-05","05",1942,"California"
"fsa2000049274/PP","Lee","Social and Personal Activity","San Juan Bautista, California. While waiting for final evacuation orders, young ",6069,"San Benito","San Juan Bautista","thumb/1050/1051/8c24574_150px.jpg","1942-05","05",1942,"California"
"fsa2000049275/PP","Lee","Cities and Towns","San Juan Bautista, California. Japanese-Americans clean their cemetery before th",6069,"San Benito","San Juan Bautista","thumb/1050/1051/8c24575_150px.jpg","1942-05","05",1942,"California"
"fsa2000049276/PP","Lee","Cities and Towns","San Juan Bautista, California. Japanese-Americans clean their cemetery before th",6069,"San Benito","San Juan Bautista","thumb/1050/1051/8c24576_150px.jpg","1942-05","05",1942,"California"
"fsa2000049277/PP","Lee","Cities and Towns","San Juan Bautista, California. Japanese-Americans clean their cemetery before th",6069,"San Benito","San Juan Bautista","thumb/1050/1051/8c24577_150px.jpg","1942-05","05",1942,"California"
"fsa2000049278/PP","Lee","Cities and Towns","San Juan Baustista, California. Japanese-Americans clean their cemetery before b",6069,"San Benito","San Juan Bautista","thumb/1050/1051/8c24578_150px.jpg","1942-05","05",1942,"California"
"fsa2000049279/PP","Lee","Cities and Towns","San Juan Bautista, California. Japanese-Americans clean their cemetery before th",6069,"San Benito","San Juan Bautista","thumb/1050/1051/8c24579_150px.jpg","1942-05","05",1942,"California"
"fsa2000049282/PP","Lee","Social and Personal Activity","San Juan Bautista, California. Japanese-American girls getting ready for a picni",6069,"San Benito","San Juan Bautista","thumb/1050/1052/8c24582_150px.jpg","1942-05","05",1942,"California"
"fsa2000049284/PP","Lee","Work","Salinas, California. Weeding seedbeds in guayule nursery",6053,"Monterey","Salinas","thumb/1050/1052/8c24584_150px.jpg","1942-05","05",1942,"California"
"fsa2000049285/PP","Lee","Work","Salinas, California. Weeding seedbeds in guayule nursery",6053,"Monterey","Salinas","thumb/1050/1052/8c24585_150px.jpg","1942-05","05",1942,"California"
"fsa2000049286/PP","Lee","War","Salinas, California. Baggage of Japanese-Americans who were leaving for receptio",6053,"Monterey","Salinas","thumb/1050/1052/8c24586_150px.jpg","1942-05","05",1942,"California"
"fsa2000049287/PP","Lee","War","Salinas, California. Japanese-Americans boarding bus for reception center",6053,"Monterey","Salinas","thumb/1050/1052/8c24587_150px.jpg","1942-05","05",1942,"California"
"fsa2000049288/PP","Lee","War","Salinas, California. Japanese-Americans leaving for reception center",6053,"Monterey","Salinas","thumb/1050/1052/8c24588_150px.jpg","1942-05","05",1942,"California"
"fsa2000049289/PP","Lee","War","Salinas, California. Japanese-Americans waiting for transportation to reception ",6053,"Monterey","Salinas","thumb/1050/1052/8c24589_150px.jpg","1942-05","05",1942,"California"
"fsa2000049290/PP","Lee","People As Such","Salinas, California. Japanese-Americans waiting for transportation to reception ",6053,"Monterey","Salinas","thumb/1050/1052/8c24590_150px.jpg","1942-05","05",1942,"California"
"fsa2000049315/PP","Lee","People As Such","San Juan Bautista, California. Schoolchildren assembled to march in parade with ",6069,"San Benito","San Juan Bautista","thumb/1050/1052/8c24601_150px.jpg","1942-05","05",1942,"California"
"fsa2000049316/PP","Lee","People As Such","San Juan Bautista, California. Schoolchildren assembled to march in parade with ",6069,"San Benito","San Juan Bautista","thumb/1050/1052/8c24602_150px.jpg","1942-05","05",1942,"California"
"fsa2000049320/PP","Lee","People As Such","San Juan Bautista, California. Schoolchildren assembled to march in parade with ",6069,"San Benito","San Juan Bautista","thumb/1050/1052/8c24606_150px.jpg","1942-05","05",1942,"California"
"fsa2000049329/PP","Lee","Work","San Benito County, California. Harvesting lettuce",6069,"San Benito","","thumb/1050/1052/8c24615_150px.jpg","1942-05","05",1942,"California"
"fsa2000049331/PP","Lee","War","Salinas, California. Japanese-Americans being evacuated from certain West coast ",6053,"Monterey","Salinas","thumb/1050/1052/8c24617_150px.jpg","1942-05","05",1942,"California"
"fsa2000049332/PP","Lee","War","Salinas, California. Japanese-Americans waiting for transportation to the recept",6053,"Monterey","Salinas","thumb/1050/1052/8c24618_150px.jpg","1942-05","05",1942,"California"
